class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,7,19
B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,6,19
B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,19
B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,5,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,23
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,8,23
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,8,22
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,7,18
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,6,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,10,24
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,9,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,24
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,7,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,8,21
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,7,18
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,7,23
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,6,22
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,7,22
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,7,18
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,8,20
B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,6,20
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,8,24
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,7,21
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,27
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,9,24
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,6,19
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,24
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,9,25
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,7,21
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,5,19
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,8,20
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,23
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,7,20
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,21
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,6,19
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,6,18
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,6,18
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,22
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,7,22
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,9,24
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,8,20
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,5,18
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,6,19
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,5,18
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,20
B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,9,23
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,25
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,9,27
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,11,26
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,10,25
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,9,23
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,10,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,8,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,9,24
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,21
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,9,22
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,7,21
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,8,20
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,8,19
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,23
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,9,23
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,9,23
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,20
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,20
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,8,20
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,7,20
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,21
B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,20
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,7,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,26
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,8,26
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,8,22
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,25
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,6,25
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,7,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,6,21
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,8,24
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,5,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,7,22
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,5,20
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,5,18
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,6,19
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,9,26
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,24
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,7,23
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,7,21
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,5,18
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,6,19
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,5,20
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,5,21
B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,23
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,23
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,8,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,10,27
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,8,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,10,28
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,26
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,9,25
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,9,25
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,10,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,7,27
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,7,25
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,6,23
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,7,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,9,21
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,9,22
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,21
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,6,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,7,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,6,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,24
B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,24
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,22
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,10,24
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,7,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,10,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,9,23
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,23
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,8,22
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,10,22
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,7,23
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,8,22
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,7,19
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,6,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,8,18
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,10,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,18
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,6,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,6,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,6,20
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,21
B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,9,22
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,8,22
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,23
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,25
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,7,24
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,11,24
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,25
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,10,26
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,23
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,10,24
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,9,23
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,5,24
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,7,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,8,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,7,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,9,20
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,9,23
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,10,22
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,9,22
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,8,20
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,7,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,7,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,7,21
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,5,20
B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,23
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,22
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,7,22
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,8,23
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,10,24
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,8,22
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,10,24
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,22
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,8,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,8,22
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,8,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,5,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,7,20
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,7,19
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,6,17
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,8,18
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,7,20
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,9,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,10,21
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,9,19
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,6,17
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,7,18
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,6,18
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,8,19
B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,8,22
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,17
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,6,18
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,7,19
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,7,18
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,7,18
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,7,20
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,7,18
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,5,17
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,7,19
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,7,20
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,19
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,19
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,7,18
B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,6,17
